Transaction Date,Post Date,Description,Category,Type,Amount,Memo,classified_entity,confidence,classification_reason,needs_review,source_file,date_processed,Business_Unit,Justification,From_Entity,To_Entity,Intercompany_Type,Elimination_Required,Elimination_Amount,transaction_id,Currency,Crypto_Amount,USD_Equivalent,Conversion_Note,keywords_action_type,primary_action,keywords_platform,primary_platform,keywords_asset_type,primary_asset,keywords_transaction_nature,primary_transaction,keywords_counterparty,primary_counterparty,Amount_USD
05/15/2025,05/18/2025,FACEBK *F56DAVQ6L2,Professional Services,Adjustment,2.02,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984431,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,9cbcc14a940d,USD,,2.02,,,,,,,,,,,,2.02
04/29/2025,05/18/2025,FACEBK *XFZS8Q4EL2,Professional Services,Adjustment,65.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984454,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,64d8ec5c7b3f,USD,,65.0,,,,,,,,,,,,65.0
04/02/2025,05/18/2025,FACEBK *CFS42N8ZL2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984474,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,ddd3714c36cf,USD,,2.0,,,,,,,,,,,,2.0
04/11/2025,05/18/2025,FACEBK *2CVUXNC8S2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984494,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,0cd139755557,USD,,2.0,,,,,,,,,,,,2.0
04/21/2025,05/18/2025,FACEBK *KRQJDPYDL2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984513,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,fdeba33b8f58,USD,,2.0,,,,,,,,,,,,2.0
04/25/2025,05/18/2025,FACEBK *A7L5CPUEL2,Professional Services,Adjustment,16.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984532,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,f9c2e95901f1,USD,,16.0,,,,,,,,,,,,16.0
05/01/2025,05/18/2025,FACEBK *QRB2ZPYDL2,Professional Services,Adjustment,97.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984550,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,27e5efa360e8,USD,,97.0,,,,,,,,,,,,97.0
05/14/2025,05/18/2025,FACEBK *TEMP HOLD 3PY8,Professional Services,Adjustment,8.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984569,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,8afc2843eb97,USD,,8.0,,,,,,,,,,,,8.0
05/15/2025,05/18/2025,FACEBK *TEMP HOLD 5B3H,Professional Services,Adjustment,13.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984588,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,85562a578138,USD,,13.0,,,,,,,,,,,,13.0
04/30/2025,05/18/2025,FACEBK *3T8ZWQ8EL2,Professional Services,Adjustment,80.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984606,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,e8d9033fdc57,USD,,80.0,,,,,,,,,,,,80.0
04/02/2025,05/18/2025,FACEBK *EUF55NUYL2,Professional Services,Adjustment,3.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984624,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,60166f90c9c8,USD,,3.0,,,,,,,,,,,,3.0
04/20/2025,05/18/2025,FACEBK *RCDY6PGZL2,Professional Services,Adjustment,3.17,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984643,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,eeeacb1385a0,USD,,3.17,,,,,,,,,,,,3.17
04/21/2025,05/18/2025,FACEBK *GFKYDQ8EL2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984661,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,544f020edd94,USD,,2.0,,,,,,,,,,,,2.0
04/25/2025,05/18/2025,FACEBK *FKYB5QCEL2,Professional Services,Adjustment,18.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984679,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,a59d8434713d,USD,,18.0,,,,,,,,,,,,18.0
05/02/2025,05/18/2025,FACEBK *N4PJ6R8EL2,Professional Services,Adjustment,1.84,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984697,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,15223787a88f,USD,,1.84,,,,,,,,,,,,1.84
05/13/2025,05/18/2025,FACEBK *TEMP HOLD JJRY,Professional Services,Adjustment,5.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984715,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,92fb81d683d9,USD,,5.0,,,,,,,,,,,,5.0
05/15/2025,05/18/2025,FACEBK *TEMP HOLD BP9B,Professional Services,Adjustment,11.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984733,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,f59dfad3c1ae,USD,,11.0,,,,,,,,,,,,11.0
04/30/2025,05/18/2025,FACEBK *2EEMPPUEL2,Professional Services,Adjustment,88.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984752,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,6cadf89e4b98,USD,,88.0,,,,,,,,,,,,88.0
04/02/2025,05/18/2025,FACEBK *T85M3NGZL2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984770,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,7102428a1b60,USD,,2.0,,,,,,,,,,,,2.0
04/21/2025,05/18/2025,FACEBK *YFXFVPCEL2,Professional Services,Adjustment,2.31,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984788,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,92d12aa214ab,USD,,2.31,,,,,,,,,,,,2.31
04/21/2025,05/18/2025,FACEBK *9XTTKPUDL2,Professional Services,Adjustment,3.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984949,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,880232a944c6,USD,,3.0,,,,,,,,,,,,3.0
04/26/2025,05/18/2025,FACEBK *R2BEPPYDL2,Professional Services,Adjustment,22.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984973,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,a3ccffcd74d5,USD,,22.0,,,,,,,,,,,,22.0
05/02/2025,05/18/2025,FACEBK *84N6VNGEL2,Professional Services,Adjustment,118.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.984993,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,3f45d1b87bb2,USD,,118.0,,,,,,,,,,,,118.0
05/14/2025,05/18/2025,FACEBK *U8NG8QU6L2,Professional Services,Adjustment,1.05,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985014,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,29f6e1bcaced,USD,,1.05,,,,,,,,,,,,1.05
05/15/2025,05/18/2025,FACEBK *TEMP HOLD AVW8,Professional Services,Adjustment,15.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985035,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,2304218ed740,USD,,15.0,,,,,,,,,,,,15.0
04/27/2025,05/18/2025,FACEBK *NUSMRQ8EL2,Professional Services,Adjustment,31.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985053,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,9567b8b952c2,USD,,31.0,,,,,,,,,,,,31.0
04/11/2025,05/18/2025,FACEBK *FTB2XNC8S2,Professional Services,Adjustment,2.4,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985071,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,5cebf62ecac0,USD,,2.4,,,,,,,,,,,,2.4
04/21/2025,05/18/2025,FACEBK *U8BNVPCEL2,Professional Services,Adjustment,2.43,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985089,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,fdb4eafef437,USD,,2.43,,,,,,,,,,,,2.43
04/21/2025,05/18/2025,FACEBK *H6GLRP4EL2,Professional Services,Adjustment,3.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985107,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,7ea7ef10ab5d,USD,,3.0,,,,,,,,,,,,3.0
04/26/2025,05/18/2025,FACEBK *FM9BZPQEL2,Professional Services,Adjustment,20.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985125,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,867fe9aac625,USD,,20.0,,,,,,,,,,,,20.0
05/13/2025,05/18/2025,FACEBK *3K3SMRG6L2,Professional Services,Adjustment,3.02,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985143,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,0f4d5f57bd58,USD,,3.02,,,,,,,,,,,,3.02
05/14/2025,05/18/2025,FACEBK *TEMP HOLD 4BAY,Professional Services,Adjustment,8.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985161,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,8ec3d21d7f0d,USD,,8.0,,,,,,,,,,,,8.0
04/22/2025,05/18/2025,FACEBK *4BGJMPUDL2,Professional Services,Adjustment,8.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985179,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,5888158b0b26,USD,,8.0,,,,,,,,,,,,8.0
04/11/2025,05/18/2025,FACEBK *WY8DJP49S2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985197,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,9985e6c4f818,USD,,2.0,,,,,,,,,,,,2.0
04/11/2025,05/18/2025,FACEBK *GQYJXNC8S2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985215,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,e2a5e396bda4,USD,,2.0,,,,,,,,,,,,2.0
04/21/2025,05/18/2025,FACEBK *73N65PUEL2,Professional Services,Adjustment,1.58,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985233,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,26e53d039afe,USD,,1.58,,,,,,,,,,,,1.58
04/22/2025,05/18/2025,FACEBK *MU87FPYDL2,Professional Services,Adjustment,5.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985251,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,63d26e8789a0,USD,,5.0,,,,,,,,,,,,5.0
04/27/2025,05/18/2025,FACEBK *LQA63QQEL2,Professional Services,Adjustment,25.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985269,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,fe61379d61a7,USD,,25.0,,,,,,,,,,,,25.0
05/13/2025,05/18/2025,FACEBK *N64FAS87L2,Professional Services,Adjustment,2.14,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985287,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,d3e7a1edee28,USD,,2.14,,,,,,,,,,,,2.14
05/14/2025,05/18/2025,FACEBK *TEMP HOLD NN3R,Professional Services,Adjustment,8.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985305,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,884db7959704,USD,,8.0,,,,,,,,,,,,8.0
04/23/2025,05/18/2025,FACEBK *5ZJLLPLEL2,Professional Services,Adjustment,8.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985323,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,7e2b324ee976,USD,,8.0,,,,,,,,,,,,8.0
04/02/2025,05/18/2025,FACEBK *YX62GNLYL2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985341,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,da4471814e37,USD,,2.0,,,,,,,,,,,,2.0
05/15/2025,05/18/2025,FACEBK *E2Y7QRY6L2,Professional Services,Adjustment,1.93,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985358,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,7d1d6dd2e0d6,USD,,1.93,,,,,,,,,,,,1.93
04/11/2025,05/18/2025,FACEBK *Z8FE6NG8S2,Professional Services,Adjustment,3.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985376,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,6154f39691ac,USD,,3.0,,,,,,,,,,,,3.0
04/21/2025,05/18/2025,FACEBK *ZAXXGPLEL2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985394,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,042d3e860d4f,USD,,2.0,,,,,,,,,,,,2.0
04/22/2025,05/18/2025,FACEBK *555LVPCEL2,Professional Services,Adjustment,5.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985412,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,cd20c1eeff8f,USD,,5.0,,,,,,,,,,,,5.0
04/27/2025,05/18/2025,FACEBK *F7HE4Q4EL2,Professional Services,Adjustment,28.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985429,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,91c61f24d0bc,USD,,28.0,,,,,,,,,,,,28.0
05/13/2025,05/18/2025,FACEBK *TEMP HOLD 9XXS,Professional Services,Adjustment,3.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985447,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,d6ce51bc8635,USD,,3.0,,,,,,,,,,,,3.0
05/14/2025,05/18/2025,FACEBK *TEMP HOLD 4XK7,Professional Services,Adjustment,8.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985465,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,7430de73cffb,USD,,8.0,,,,,,,,,,,,8.0
04/23/2025,05/18/2025,FACEBK *8KBKUP4EL2,Professional Services,Adjustment,8.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985483,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,ba7e7c11a7ac,USD,,8.0,,,,,,,,,,,,8.0
05/02/2025,05/18/2025,FACEBK *WUGUDQQEL2,Professional Services,Adjustment,107.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985501,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,ca399bf52291,USD,,107.0,,,,,,,,,,,,107.0
04/01/2025,05/18/2025,FACEBK *ZWV8ZM8ZL2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985519,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,02a1c3d87fb3,USD,,2.0,,,,,,,,,,,,2.0
04/11/2025,05/18/2025,FACEBK *H37C5NL8S2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985537,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,e2d2931def73,USD,,2.0,,,,,,,,,,,,2.0
04/21/2025,05/18/2025,FACEBK *EQAJKPUDL2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985554,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,424d8b5be49c,USD,,2.0,,,,,,,,,,,,2.0
04/22/2025,05/18/2025,FACEBK *HGJTLPUDL2,Professional Services,Adjustment,5.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985572,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,9c63377dd9ca,USD,,5.0,,,,,,,,,,,,5.0
04/27/2025,05/18/2025,FACEBK *B5MWHPUEL2,Professional Services,Adjustment,35.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985591,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,0160380c7c20,USD,,35.0,,,,,,,,,,,,35.0
05/13/2025,05/18/2025,FACEBK *TEMP HOLD R1R3,Professional Services,Adjustment,3.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985609,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,c4866a6e5a1e,USD,,3.0,,,,,,,,,,,,3.0
05/14/2025,05/18/2025,FACEBK *TEMP HOLD KO9F,Professional Services,Adjustment,9.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985627,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,995fdaef2556,USD,,9.0,,,,,,,,,,,,9.0
04/28/2025,05/18/2025,FACEBK *HXN72QUDL2,Professional Services,Adjustment,53.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985645,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,2789d85bb21b,USD,,53.0,,,,,,,,,,,,53.0
04/15/2025,05/18/2025,FACEBK *TTR77N4QT2,Professional Services,Adjustment,2.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985663,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,df478d01d14c,USD,,2.0,,,,,,,,,,,,2.0
05/16/2025,05/18/2025,FACEBK *5NWWHRC7L2,Professional Services,Sale,-9.81,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985681,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,89f2d7eaf553,USD,,-9.81,,,,,,,,,,,,9.81
05/17/2025,05/18/2025,Amazon web services,Bills & Utilities,Sale,-509.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985700,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,fc0b396f0736,USD,,-509.0,,,,,,,,,,,,509.0
05/18/2025,05/18/2025,GOOGLE *YouTube TV,Entertainment,Sale,-91.5,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985718,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,e779990a394a,USD,,-91.5,,,,,,,,,,,,91.5
05/17/2025,05/18/2025,CCSI EFAX,Bills & Utilities,Sale,-18.95,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985741,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,bfde52dd4eae,USD,,-18.95,,,,,,,,,,,,18.95
05/16/2025,05/18/2025,KEY MOVEIS LTDA,Merchandise & Inventory,Sale,-1544.33,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985760,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,4488eee8ce29,USD,,-1544.33,,,,,,,,,,,,1544.33
05/17/2025,05/18/2025,LUXALGO,Office & Shipping,Sale,-119.99,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985779,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,c946ab208940,USD,,-119.99,,,,,,,,,,,,119.99
05/16/2025,05/16/2025,Payment Thank You-Mobile,,Payment,2000.0,,Unclassified Revenue,0.5,Unknown revenue source,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985798,Unclassified Revenue,Unknown revenue source,Unclassified Revenue,External,External,False,0.0,8f27b6e85074,USD,,2000.0,,PAYMENT,PAYMENT,,,,,,,,,2000.0
05/15/2025,05/16/2025,APPLE.COM/BILL,Merchandise & Inventory,Sale,-17.62,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985817,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,8de459aedf09,USD,,-17.62,,,,APPLE,APPLE,,,,,,,17.62
05/15/2025,05/16/2025,JUMPSPEAK,Education,Sale,-59.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985834,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,2463d6d8e640,USD,,-59.0,,,,,,,,,,,,59.0
05/15/2025,05/16/2025,FACEBK *F56DAVQ6L2,Professional Services,Sale,-2.02,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985852,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,70cb4b8a7cd7,USD,,-2.02,,,,,,,,,,,,2.02
05/15/2025,05/16/2025,FACEBK *TEMP HOLD 5B3H,Professional Services,Sale,-13.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985871,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,78f6b3edd038,USD,,-13.0,,,,,,,,,,,,13.0
05/15/2025,05/16/2025,FACEBK *E2Y7QRY6L2,Professional Services,Sale,-1.93,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985889,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,dc60013de3e0,USD,,-1.93,,,,,,,,,,,,1.93
05/15/2025,05/16/2025,IFD*IFOOD CLUB,Merchandise & Inventory,Sale,-1.07,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985907,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,818075cc55c4,USD,,-1.07,,,,,,,,,,,,1.07
05/15/2025,05/16/2025,FACEBK *TEMP HOLD AVW8,Professional Services,Sale,-15.0,,Unclassified Expense,0.5,Unknown expense,True,Chase4774_Activity20250101_20250911_20250911.CSV,2025-09-24T18:12:53.985925,Unclassified Expense,Unknown expense,Unclassified Expense,External,External,False,0.0,5a26b0bfa701,USD,,-15.0,,,,,,,,,,,,15.0
